championship_name,event,round,player_a,state_a,score_a,player_b,state_b,score_b,winner
38th National Games Uttarakhand,Recurve Men Individual,Round 1,Shukmani Babrekar,Maharashtra,4,Atul Verma,Uttarakhand,6,Atul Verma
38th National Games Uttarakhand,Recurve Men Individual,Round 1,Sukhchain Singh,Services Sports Control Board,7,Aman Yadav,Uttar Pradesh,3,Sukhchain Singh
38th National Games Uttarakhand,Recurve Men Individual,Round 1,Arjuna Khara,Odisha,2,Tarun Rai,Sikkim,6,Tarun Rai
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Jitender Rawat,Uttarakhand,0,Smaran Sarvesh L R,Tamil Nadu,6,Smaran Sarvesh L R
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Harshit Kumar,Uttarakhand,0,Indra Indra,Services Sports Control Board,6,Indra Indra
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Rahul,Services Sports Control Board,7,Dhruv Bagga,Delhi,1,Rahul
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Takhellambam Meitei,Manipur,6,Amit Kumar,Madhya Pradesh,5,Takhellambam Meitei
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Juyel Sarkar,West Bengal,7,Rohit Kumar,Uttar Pradesh,3,Juyel Sarkar
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Agastay Singh,Haryana,0,Jayanta Talukdar,Assam,6,Jayanta Talukdar
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Goldi Mishra,Jharkhand,6,Atul Verma,Uttarakhand,4,Goldi Mishra
38th National Games Uttarakhand,Recurve Men Individual,Round 2,Sukhchain Singh,Services Sports Control Board,3,Tarun Rai,Sikkim,7,Tarun Rai
38th National Games Uttarakhand,Recurve Men Individual,Quarter Final,Smaran Sarvesh L R,Tamil Nadu,0,Indra Indra,Services Sports Control Board,6,Indra Indra
38th National Games Uttarakhand,Recurve Men Individual,Quarter Final,Rahul,Services Sports Control Board,6,Takhellambam Meitei,Manipur,0,Rahul
38th National Games Uttarakhand,Recurve Men Individual,Quarter Final,Juyel Sarkar,West Bengal,6,Jayanta Talukdar,Assam,2,Juyel Sarkar
38th National Games Uttarakhand,Recurve Men Individual,Quarter Final,Goldi Mishra,Jharkhand,4,Tarun Rai,Sikkim,6,Tarun Rai
38th National Games Uttarakhand,Recurve Men Individual,Semi Final,Indra Indra,Services Sports Control Board,6,Rahul,Services Sports Control Board,4,Indra Indra
